"NO.","Material No.","Item and Spec","Units","Remark"
"1","00775302800001020","End cover","2",""
"2","1054400310","Composite bush","4",""
"3","1040100127","Screw M6×12-8.8","2","GB/T70.1-2000"
"4","1040300054","Washer 12","2","GB/T93-1987"
"5","1040100157","Screw M12×20-8.8","1","GB/T70.1-2000"
"6","00775302800001030","Wearing ring","2",""
"7","00775202802400000","Right steering wheel 
carrier","1",""
"8","1030800683","Tire","4",""
"9","1040300247","Washer 16-200HV","4","GB/T96.1-2002"
"10","1040200742","Nut M16×1.5-10","4","GB/T6183.2-2000"
"11","00775202800001080","Cover","4",""
"12","1040300044","Washer 4","12","GB/T93-1987"
"13","1040100618","Nut M4×16-8.8","12","GB/T818-2000"
"14","1040500038","Pin B20×50","2","GB/T882-1986"
"15","1040500394","Split pin 5×40","2","GB/T91-2000"
"16","1010201475","Steering cylinder","1",""
"17","00775302800001050","Copper washer I","4",""
"18","1040200507","Nut M12-8","2","GB/T889.1-2000"
"19","1040300081","Washer 12-140HV","2","GB/T96.1-2002"
"20","00775202800001030","Steering Linkage","1",""
"21","1054400339","Composite bush","2",""
"22","00775202802600000","Front-wheel bearing 
chock assembly","2",""
"23","1040300067","Washer 10","12","GB/T93-1987"
"24","1040001680","Bolt M10×30-8.8","12","GB/T5783-2000"
"25","00775202802200000","Left steering wheel carrier","1",""
"26","00775302830001010","Brake cover","1",""
"27","1020202270","Brake Module","1",""
"28","00775302830001020","Resistance cover","1",""
"29","1020605470","Braking resistor","1",""
