"Item","Part Number","Description","Qty.","Remark"
"1","09320014","Decal, Instructions-Lift point","6",""
"2","09630019","Decal, Label-BA28RT","1","BA28RT"
"","09630020","Decal, Label-BA24RT","1","BA24RT"
"","09630160","Decal, Label-BA28BRT","1","BA28BRT"
"","09630161","Decal, Label-BA24BRT","1","BA24BRT"
"3","09330024","Decal, Notice-Pressurized vessel","1",""
"4","09310366","Decal, Instructions-Tie down point","4",""
"5","09410117","Decal, Symbols-Crushing hazard","2",""
"6","09310251","Decal, Instructions-Black arrow forward","1",""
"7","09310367","Decal, Notice-Check the hydraulic oil level","1",""
"8","09610005","Decal, Label-BA28RT","1","BA28RT"
"","09610006","Decal, Label-BA24RT","1","BA24RT"
"","09610142","Decal, Label-BA28BRT","1","BA28BRT"
"","09610143","Decal, Label-BA24BRT","1","BA24BRT"
"9","09910082","Decal, Label-28m","2","BA28RT 
BA28BRT"
"","09910084","Decal, Label-24m","2","BA24RT 
BA24BRT"
"10","09410151","Decal, Warning-Emergency system 
overriding","1",""
"11","09910035","Decal, Label-Cosmetic","1",""
"12","09310302","Decal, Instructions-Noise 102dB","1",""
"13","09310253","Decal, Instructions-Diesel","1",""
"14","09410156","Decal,  Caution-Ultra  low  sulfur  diesel  fuel 
only","1",""
"15","09310252","Decal, Instructions-Hydraulic","1",""
"16","09410118","Decal, Symbols-Hand crushing hazard","3",""
"17","09330002","Decal, Instructions-Pendular arm","1",""
"18","09330004","Decal, Instructions-Horizontal alignment","1",""
"19","09310250","Decal, Instructions-White arrow reverse","1",""
"20","09410119","Decal, Symbols-High temperature","2",""
