"Item","Part Number","Description","Qty.","Remark"
"1","00001833","Fitting, 90°","2",""
"2","00001770","Fitting, Straight","2",""
"3","92048957","Hose Assembly","1",""
"4","00001833","Fitting, 90°","4",""
"5","00001318","Fitting, Straight","4",""
"6","00001111","Plug","2",""
"7","92048953","Hose Assembly","1",""
"8","92048866","Customized Fitting","2",""
"9","00001499","Fitting, Straight","2",""
"10","92048951","Hose Assembly","1",""
"11","92048946","Hose Assembly","1",""
"12","92048451","Customized Fitting","2",""
