"Item","Part Number","Description","Qty.","Remark"
"1","92000051","Shield","1",""
"2","00000674","Bolt  GB/T 5783  M10 × 20","1",""
"3","00006753","Head Light","1",""
"4","00000623","Nut  GB/T 6182  M10","1",""
"5","92000228","Shield, Plastic","1",""
"6","00001030","Screw  GB/T 70  M5 × 10","2",""
"7","00000688","Nut  GB/T 6170  M5","2",""
"8","00001033","Nut  GB/T 6182  M6","12",""
"9","00000620","Flat Washer  GB/T 97.1  6","20",""
"10","92000057","Plate, Limit","2",""
"11","00000863","Screw  GB/T 70.3  M6×35","4",""
"12","00000613","Nut  GB/T 6182  M5","4",""
"13","00000605","Flat Washer  GB/T 97.1  5","8",""
"14","92000223","Plate","2",""
"15","00000619","Bolt  GB/T 5783  M6 × 25","8",""
"16","00000621","Spring Washer  GB/T 93  6","8",""
"17","00005212","Footswitch","1",""
"18","00002268","Bolt  GB/T 5783  M5 × 20","4",""
"19","00000606","Spring Washer  GB/T 93  5","4",""
"20","00000668","Electrical Outlet","1",""
"21","00001236","Nut  GB/T 889.1  M4","2",""
"22","00000778","Flat Washer  GB/T 97.1  4","2",""
"23","00002414","Screw  GB/T 818  M4 × 12 - H","2",""
"24","00000993","Bolt  GB/T 5783  M8 × 25","4",""
"25","00000609","Spring Washer  GB/T 93  8","6",""
"26","00000608","Flat Washer  GB/T 97.1  8","8",""
"27","00001163","Nut  GB/T 6182  M8","4",""
"28","92000050","Plate, Decal","1",""
"29","50000555","Box, Manual","1",""
