"Item","Part Number","Description","Qty.","Remark"
"1","00000944","Washer  GB/T 894.1-40","2",""
"2","92050933","Pin, Pivot","1",""
"3","92029978","Shim","2",""
"4","92029979","Shim","2",""
"5","","JIB Leveling Cylinder Assembly (Refer to 
5-8)","1",""
"6","00002604","Bolt  GB/T 5783  M8 × 40","1",""
"7","00000609","Spring Washer  GB/T 93  8","1",""
"8","00000608","Flat Washer  GB/T 97.1  8","1",""
"9","90001243","Plate","1",""
"10","90001242","Clamp","2",""
"11","92102343","Support","1",""
"12","00000674","Bolt  GB/T 5783  M10 × 20","2",""
"13","00000679","Spring Washer  GB/T 93  10","2",""
"14","00000615","Flat Washer  GB/T 97.1  10","2",""
