"Item","Part Number","Description","Qty.","Remark"
"1","00002224","Bolt  GB/T 5783  M20 × 50","1",""
"2","00002219","Spring Washer  GB/T 93  20","1",""
"3","00001050","Flat Washer  GB/T 97.1  20","1",""
"4","00006818","8902-20120 Pin, Lock","1",""
"5","92051396","Pin, Pivot","1",""
"6","92051387","Shim","4",""
"7","92051386","Shim","4",""
"8","","Main Lifting Cylinder Assembly (Refer to 
5-5)","1",""
"9","92029912","Shim","2",""
"10","92029913","Shim","2",""
"11","92049165","Support","1",""
"12","00006425","Screw  GB/T 70  M12 × 35","1",""
"13","92000219","Clamp","1",""
"14","92000221","Clamp","1",""
"15","00006426","Screw  GB/T 70  M6 × 80","2",""
"16","50000112","Nut QC/T 885 M6","2",""
"17","92000220","Support","1",""
"18","00000430","8813-607040 Sleeve Bearing","2",""
"19","00001249","Nut  GB/T 6182  M12","2",""
"20","92051198","Pin, Pivot","1",""
"21","00006424","Screw  GB/T 70  M12 × 130","2",""
"22","92051393","Pin, Pivot","1",""
"23","92007163","Clamp","2",""
"24","92013750","Plate","1",""
"25","00003607","Bolt  GB/T 5783  M8 × 50","1",""
"26","00000609","Spring Washer  GB/T 93  8","1",""
"27","00000608","Flat Washer  GB/T 97.1  8","1",""
