"Item","Part Number","Description","Qty.","Remark"
"1","92048643","Connecting Pipe","1",""
"2","00001163","Nut  GB/T 6182  M8","4",""
"3","00002000","Flat Washer  GB/T 96.1  8","8",""
"4","00000993","Bolt  GB/T 5783  M8 × 25","4",""
"5","90015693","Clamp","2",""
"6","90029482","Sleeve","1",""
"7","90007001","Clamp","1",""
"8","00006809","Air Filter Sensor","1",""
"9","90031459","Safety Cartridge","1",""
"10","90031461","Filter Cartridge","1",""
"11","90029290","Complete Air Filter","1",""
"12","50000112","Nut QC/T 885 M6","4",""
"13","00002583","Flat Washer  GB/T 96.1  6","4",""
"14","00000818","Bolt  GB/T 5783  M6 × 16","4",""
