"Item","Part Number","Description","Qty.","Remark"
"1","92048606","Customized Fitting","5",""
"2","00001506","Fitting, Straight","10",""
"3","00001835","Fitting, 90°","3",""
"4","92052599","Hose Assembly","1",""
"5","92051330","Tube","1",""
"6","92051355","Hose Assembly","1",""
"7","92051331","Tube","1",""
"8","00002145","Fitting, Bulkhead, Straight","7",""
"9","92051344","Hose Assembly","1",""
"10","92051341","Hose Assembly","1",""
"11","00001507","Fitting, Straight","6",""
"12","92051361","Hose Assembly","1",""
"13","92051360","Hose Assembly","1",""
"14","00001504","Fitting, Straight","8",""
"15","00003088","Fitting, Straight","1",""
"16","00001240","Fitting, Tee","1",""
"17","00003870","Fitting, Bulkhead, 90°","2",""
"18","92051354","Hose Assembly","1",""
"19","92051336","Tube","1",""
"20","92052601","Hose Assembly","1",""
"21","92051337","Tube","1",""
"22","92051342","Hose Assembly","1",""
"23","92051347","Hose Assembly","1",""
"24","00001501","Fitting, Straight","4",""
"25","00001834","Fitting, 90°","4",""
"26","92100120","Hose Assembly","1",""
"27","92100121","Hose Assembly","1",""
"28","00002137","Fitting, Bulkhead, Straight","4",""
