"Item","Part Number","Description","Qty.","Remark"
"30","92000283","Support","1",""
"31","00006642","Proximity Switch","2",""
"32","00001063","Bolt  GB/T 5783  M8 × 16","4",""
"33","00002000","Flat Washer  GB/T 96.1  8","2",""
"34","92048945","Support","1",""
"35","92000282","Support","1",""
"36","00006416","Screw  GB/T 70  M16 × 110","12",""
"37","00006417","Screw  GB/T 70  M16 × 75","20",""
"38","00006808","Screw  GB/T 70  M16 × 65","16",""
"39","92029901","Pin","1",""
"40","92029902","Block","1",""
"41","92056827","Turntable Counterweight","1",""
