"Item","Part Number","Description","Qty.","Remark"
"1","00000816","Bolt  GB/T 5783  M12 × 25","7",""
"2","00000815","Spring Washer  GB/T 93  12","7",""
"3","00002601","Flat Washer  GB/T 96.1  12","7",""
"4","92049054","Cover","1",""
"5","00001033","Nut  GB/T 6182  M6","15",""
"6","00000620","Flat Washer  GB/T 97.1  6","25",""
"7","00000743","Bolt  GB/T 5783  M6 × 20","10",""
"8","92000359","Hinge","3",""
"9","00002583","Flat Washer  GB/T 96.1  6","5",""
"10","92049048","Bracket, Limit Switch","1",""
"11","00003167","Limit Switch","1",""
"12","00002228","Screw  GB/T 70  M4 × 25","2",""
"13","00002312","Bolt  GB/T 5782  M6 × 45","2",""
"14","00000619","Bolt  GB/T 5783  M6 × 25","3",""
"15","92018228","Striker","1",""
"16","00001236","Nut  GB/T 889.1  M4","2",""
"17","00003610","Flat Washer  GB/T 96.1  4","2",""
"18","92049035","Seal","1",""
"19","92100946","Door, Engine Module","1",""
"20","92049015","Seal","1",""
"21","90008236","Lock","1",""
"22","90018381","Cam","1",""
"23","90029265","Spring, Gas","2",""
"24","00001163","Nut  GB/T 6182  M8","4",""
"25","00000608","Flat Washer  GB/T 97.1  8","4",""
