"Item","Part Number","Description","Qty.","Remark"
"1","00001033","Nut  GB/T 6182  M6","4",""
"2","00000620","Flat Washer  GB/T 97.1  6","8",""
"3","00000623","Nut  GB/T 6182  M10","1",""
"4","00000615","Flat Washer  GB/T 97.1  10","9",""
"5","92100763","Bracket","1",""
"6","92100764","Bolt","1",""
"7","00000608","Flat Washer  GB/T 97.1  8","1",""
"8","00002051","Screw  GB/T 70  M8 × 16","1",""
"9","92100762","Bracket","1",""
"10","00000678","Bolt  GB/T 5783  M10 × 25","4",""
"11","92100754","Housing","1",""
"12","00000619","Bolt  GB/T 5783  M6 × 25","4",""
"13","00000674","Bolt  GB/T 5783  M10 × 20","4",""
"14","00000679","Spring Washer  GB/T 93  10","8",""
"15","92100761","Bracket","2",""
"16","92100766","Support","1",""
"17","92100765","Support","1",""
