"Item","Part Number","Description","Qty.","Remark"
"1","00006122","Bolt  GB/T 5786  M12×1.25 × 30","16",""
"2","00000815","Spring Washer  GB/T 93  12","16",""
"3","00000814","Flat Washer  GB/T 97.1  12","16",""
"4","92000111","Shim","24",""
"5","92000121","Sliding Block","8",""
"6","92009458","Plug","32",""
"7","92000169","Insert","16",""
"8","00001033","Nut  GB/T 6182  M6","16",""
"9","00000620","Flat Washer  GB/T 97.1  6","32",""
"10","00000774","Screw  GB/T 70  M6 × 20","16",""
"11","92100138","Guard","1",""
"12","92100141","Guard","1",""
