"Item","Part Number","Description","Qty.","Remark"
"1","00001057","Bolt  GB/T 5783  M16 × 45","1",""
"2","00001035","Spring Washer  GB/T 93  16","2",""
"3","00000997","Flat Washer  GB/T 97.1  16","2",""
"4","00000222","8902-16095 Pin, Lock","1",""
"5","92051181","Pin, Pivot","1",""
"6","92029912","Shim","2",""
"7","92029913","Shim","2",""
"8","00000430","8813-607040 Sleeve Bearing","2",""
"9","92051299","Connecting Rod","1",""
"10","92051315","8813-708050 Sleeve Bearing","4",""
"11","92051386","Shim","4",""
"12","92051387","Shim","4",""
"13","92051398","Pin, Pivot","1",""
"14","00000223","8902-16120 Pin, Lock","1",""
"15","00001161","Bolt  GB/T 5783  M16 × 40","1",""
"16","00006424","Screw  GB/T 70  M12 × 130","1",""
"17","00001249","Nut  GB/T 6182  M12","1",""
"18","92051393","Pin, Pivot","1",""
"19","92051312","Connecting Rod","1",""
"20","92033079","Cover","1",""
"21","00001063","Bolt  GB/T 5783  M8 × 16","10",""
"22","00000609","Spring Washer  GB/T 93  8","10",""
"23","00000608","Flat Washer  GB/T 97.1  8","10",""
"24","92033550","Bracket, Switch","1",""
"25","00006642","Proximity Switch","2",""
"26","00000745","Bolt  GB/T 5783  M6 × 12","2",""
"27","00000621","Spring Washer  GB/T 93  6","2",""
"28","00002583","Flat Washer  GB/T 96.1  6","2",""
"29","92053484","Cover","1",""
