"Item","Part Number","Description","Qty.","Remark"
"1","00000875","Bolt  GB/T 5783  M8 × 20","6",""
"2","00000609","Spring Washe  GB/T 93  8","20",""
"3","00000608","Flat Washer  GB/T 97.1  8","2",""
"4","00003165","Beacon","1",""
"5","92100319","Turntable","1",""
"6","92051420","Housing","1",""
"7","00001063","Bolt  GB/T 5783  M8 × 16","4",""
"8","00002000","Flat Washer  GB/T 96.1  8","18",""
"9","00008097","PVG Valve Block (Refer to 2-3)","1","Standard"
"","92047082","PVG Valve Block (Refer to 2-4)","1","Optional"
"10","92030692","Support","1",""
"11","00000993","Bolt  GB/T 5783  M8 × 25","6",""
"12","92000210","Housing","1",""
"13","00000818","Bolt  GB/T 5783  M6 × 16","4",""
"14","00000621","Spring Washe  GB/T 93  6","4",""
"15","00002583","Flat Washer  GB/T 96.1  6","4",""
"16","92051431","Housing","1",""
"17","00000995","Bolt  GB/T 5783  M8 × 30","4",""
