"Item","Part Number","Description","Qty.","Remark"
"1","00000944","Washer  GB/T 894.1-40","2",""
"2","92029651","Pin, Pivot","1",""
"3","92029978","Shim","2",""
"4","92029979","Shim","2",""
"5","","JIB Leveling Cylinder Assembly (Refer to 
5-5)","1",""
"6","92100982","Cover","1",""
"7","00000818","Bolt  GB/T 5783  M6 × 16","4",""
"8","00000621","Spring Washer  GB/T 93  6","4",""
"9","00002583","Flat Washer  GB/T 96.1  6","4",""
"10","00002604","Bolt  GB/T 5783  M8 × 40","2",""
"11","00000609","Spring Washer  GB/T 93  8","2",""
"12","00000608","Flat Washer  GB/T 97.1  8","2",""
"13","90001243","Plate","2",""
"14","90001242","Clamp","4",""
"15","00002744","Pressure Filter","1",""
"--","00004999","Filter element","1",""
"16","00000674","Bolt  GB/T 5783  M10 × 20","4",""
"17","00000679","Spring Washer  GB/T 93  10","4",""
"18","00001028","Flat Washer  GB/T 96.1  10","2",""
"19","92100152","Support","1","Alternative"
"","92100743","Support","1",""
"20","00000615","Flat Washer  GB/T 97.1  10","2",""
