"Item","Part Number","Description","Qty.","Remark"
"1","92100488","Rear Axle Assembly 
(To SN BTEM023K00427)","1",""
"1.B","92102524","Rear Axle Assembly 
(From SN BTEM023K00428)","1",""
"2","00004487","Nut  GB/T 6182  M22","16",""
"3","00002550","Flat Washer  GB/T 97.1  22","32",""
"4","00001249","Nut  GB/T 6182  M12","8",""
"5","00000814","Flat Washer  GB/T 97.1  12","24",""
"6","00002904","Bolt  GB/T 5783  M14 × 40","8",""
"7","00001258","Spring Washer  GB/T 93  14","8",""
"8","00001043","Flat Washer  GB/T 97.1  14","8",""
"9","50005351","Bracket","2",""
"10","00002452","Bolt  GB/T 5783  M12 × 45","8",""
"11","00002059","Bolt  GB/T 5783  M12 × 30","8",""
"12","00000815","Spring Washer  GB/T 93  12","8",""
"13","50005348","Bracket","2",""
"14","00001554","O-Ring As568A 196.52 × 2.62","1",""
"15","92100570","Drive Motor Assembly","1",""
"16","00002224","Bolt  GB/T 5783  M20 × 50","4",""
"17","00002219","Spring Washer  GB/T 93  20","4",""
"18","00001050","Flat Washer  GB/T 97.1  20","8",""
"19","92100195","Front Axle Assembly 
(To SN BTEM023K00427)","1",""
"19.B","92102525","Front Axle Assembly 
(From SN BTEM023K00428)","1",""
"20","00002551","Bolt  GB/T 5782  M22 × 240","16",""
"21","92029121","Seat, Axle Lockout Cylinder Assembly","2",""
"22","92029119","Bracket, Link","2",""
"23","00002552","Bolt  GB/T 5782  M20 × 130","4",""
"24","00006402","Nut  GB/T 6184  M10","16",""
"25","00001059","Screw  GB/T 70  M10 × 30","16",""
