"Item","Part Number","Description","Qty.","Remark"
"20","09410048","Decal, Symbols-Explosion/burn hazard","1",""
"21","09310493","Decal, Symbols-Battery charging 
instructions","1",""
"","09310461","Decal, Symbols-Battery charging 
instructions","1","Optional"
"22","09310364","Decal, Instructions-Grease filling port","4",""
"23","09310325","Decal, Instructions-Maximum wheel load 
9700kg","4","BT30ERT 
BT30SERT"
"","09310282","Decal, Instructions-Maximum wheel load 
9350kg","4","BT28ERT 
BT28SERT 
BT28BERT"
"","09310283","Decal, Instructions-Maximum wheel load 
8500kg","4","BT26ERT 
BT26SERT 
BT26BERT"
"","09310327","Decal, Instructions-Maximum wheel load 
7350kg","4","BT24ERT 
BT24BERT"
"24","09410139","Decal, Symbols-Injection hazard","1",""
"25","09410138","Decal, Symbols-Explosion/burn hazard","1",""
"26","09340070","Decal, Symbols-Non operating hand 
position","4",""
"27","09440212","Decal, Warning-Crushing hazard","3",""
"28","09340041","Decal, Label-Lanyard anchorage point","4",""
"29","09440332","Decal, Danger-Axle release hazard","1",""
"30","09140040","Decal, Platform control panel","1",""
"31","09140037","Decal, Platform control panel","1",""
"32","09140041","Decal, Platform control panel","1",""
"33","09140038","Decal, Platform control panel","1",""
"34","09140039","Decal, Platform control panel","1",""
"35","09140042","Decal, Platform control panel","1",""
"36","09340029","Decal, Instructions-Open/close","2",""
"37","09440867","Decal, Danger-General safety rules","1","BT30ERT 
BT30SERT"
