"Item","Part Number","Description","Qty.","Remark"
"18","00000621","Spring Washer  GB/T 93  6","2",""
"19","00002583","Flat Washer  GB/T 96.1  6","2",""
"20","00001253","Screw  GB/T 70  M5 × 30","4",""
"21","00000605","Flat Washer  GB/T 97.1  5","8",""
"22","00008372","Length Angle Sensor","1",""
"23","00000688","Nut  GB/T 6170  M5","4",""
"24","00000606","Spring Washer  GB/T 93  5","4",""
"25","","Telescopic Cylinder Assembly (Refer to 
5-4)","1",""
"26","92048326","Block","2",""
"27","00002527","Bolt  GB/T 5782  M12 × 80","4",""
"28","00000815","Spring Washer  GB/T 93  12","4",""
"29","00000814","Flat Washer  GB/T 97.1  12","4",""
"30","92052609","Support","1",""
"31","92052602","Spacer","2",""
"32","00002587","Nut  GB/T 6170  M18","2",""
"33","00002588","Nut  GB/T 6172.1  M18","2",""
"34","00002228","Screw  GB/T 70  M4 × 25","2",""
"35","00003167","Limit Switch","1",""
"36","00002000","Flat Washer  GB/T 96.1  8","2",""
"37","00000995","Bolt  GB/T 5783  M8 × 30","2",""
