"Item","Part Number","Description","Qty.","Remark"
"1","92009458","Plug","24",""
"2","92000169","Insert","4",""
"3","92000147","Sliding Block","2",""
"4","92030000","Shim","4",""
"5","00005531","Bolt  GB/T 5786  M12×1.25 × 20","4",""
"6","00000815","Spring Washer  GB/T 93  12","4",""
"7","00000814","Flat Washer  GB/T 97.1  12","4",""
"8","00000674","Bolt  GB/T 5783  M10 × 20","8",""
"9","00000679","Spring Washer  GB/T 93  10","8",""
"10","00000615","Flat Washer  GB/T 97.1  10","8",""
"11","92029615","Shim","8",""
"12","92000145","Sliding Block","4",""
"13","92000139","Insert","8",""
