"Item","Part Number","Description","Qty.","Remark"
"1","92101205","Bracket","1",""
"2","00000774","Screw  GB/T 70  M6 × 20","4",""
"3","00000620","Flat Washer  GB/T 97.1  6","14",""
"4","85000134","Controller","1",""
"5","00002484","Screw  GB/T 70  M5 × 25","4",""
"6","00000606","Spring Washer  GB/T 93  5","4","2WS Only"
"","00000606","Spring Washer  GB/T 93  5","6","4WS Only"
"7","00000605","Flat Washer  GB/T 97.1  5","4","2WS Only"
"","00000605","Flat Washer  GB/T 97.1  5","6","4WS Only"
"8","00001063","Bolt  GB/T 5783  M8 × 16","2",""
"9","00000609","Spring Washer  GB/T 93  8","2",""
"10","00002000","Flat Washer  GB/T 96.1  8","2",""
"11","92100027","Bracket","1",""
"12","00006155","Power Distribution Module (Refer to 7-3)","1",""
"13","00000876","Screw  GB/T 70  M6 × 16","4",""
"14","00000621","Spring Washer  GB/T 93  6","6",""
"15","00000818","Bolt  GB/T 5783  M6 × 16","2",""
"16","00002583","Flat Washer  GB/T 96.1  6","2",""
"17","00001033","Nut  GB/T 6182  M6","3",""
"18","92049041","Support","1",""
"19","00002917","Tilt Sensor","1",""
"20","00001042","Screw  GB/T 70  M6 × 30","3",""
"21","50008936","Plate","1","4WS Only"
"22","00002206","Relay","2",""
"23","00001030","Screw  GB/T 70  M5 × 10","2",""
