"Item","Part Number","Description","Qty.","Remark"
"1","09630220","Decal, Label-BA22CRT2","1","BA22CRT2"
"","09630221","Decal, Label-BA20CRT2","1","BA20CRT2"
"","09630222","Decal, Label-BA18CRT2","1","BA18CRT2"
"","09630223","Decal, Label-BA16CRT2","1","BA16CRT2"
"2","09310366","Decal, Instructions-Tie down point","4",""
"3","09320014","Decal, Instructions-Lift point","4",""
"4","09410117","Decal, Symbols-Crushing hazard","2",""
"5","09310207","Decal, Instructions-Maximum wheel load 
4520kg","4","BA22CRT2"
"","09310140","Decal, Instructions-Maximum wheel load 
4030kg","4","BA20CRT2 
BA18CRT2"
"","09310199","Decal, Instructions-Maximum wheel load 
3830kg","4","BA16CRT2"
"6","09310251","Decal, Instructions-Black arrow forward","1",""
"7","09310527","Decal, Notice-Check the hydraulic oil level","1",""
"8","09610190","Decal, Label-BA22CRT2","2","BA22CRT2"
"","09610191","Decal, Label-BA20CRT2","2","BA20CRT2"
"","09610192","Decal, Label-BA18CRT2","2","BA18CRT2"
"","09610193","Decal, Label-BA16CRT2","2","BA16CRT2"
"9","09410279","Decal, Danger-It is forbidden to store 
anything in the cabin","2",""
"10","09910126","Decal, Label-22m","2","2WS"
"","09910107","Decal, Label-20m","2","2WS"
"","09910108","Decal, Label-18m","2","2WS"
"","09910109","Decal, Label-16m","2","2WS"
"","09910143","Decal, Label-22m","2","4WS"
"","09910144","Decal, Label-20m","2","4WS"
"","09910145","Decal, Label-18m","2","4WS"
"","09910146","Decal, Label-16m","2","4WS"
"11","09410151","Decal, Warning-Emergency system 
overriding","1",""
