"Item","Part Number","Description","Qty.","Remark"
"1","50010136","Cage, Connection","1",""
"2","92029593","Shim","2",""
"3","92029594","Shim","2",""
"4","00000428","8813-506060 Sleeve Bearing","2",""
"5","50010134","Crank Arm 1","1","BA22CRT2 
BA20CRT2 
BA18CRT2"
"","50010146","Crank Arm 1","1","BA16CRT2"
"6","00006247","895-50568 Pin, Pivot","1","BA22CRT2"
"","00010542","895-50553 Pin, Pivot","1","BA20CRT2 
BA18CRT2 
BA16CRT2"
"7","00000222","8902-16095 Pin, Lock","2",""
"8","00001161","Bolt  GB/T 5783  M16 × 40","2",""
"9","00001035","Spring Washer  GB/T 93  16","2",""
"10","00000997","Flat Washer  GB/T 97.1  16","2",""
"11","00011893","895-55560 Pin, Pivot","1",""
"12","50009289","Shim","2",""
"13","50009288","Shim","2",""
"14","00011894","8813-556360 Sleeve Bearing","2",""
"15","00001177","Screw  GB/T 70.2  M6×12","8",""
"16","50008095","Cover","1",""
"17","50008093","Cover","1",""
