"Item","Part Number","Description","Qty.","Remark"
"1","00009646","Rear Axle Assembly","1",""
"2","00004487","Nut  GB/T 6182  M22","16",""
"3","00002550","Flat Washer  GB/T 97.1  22","32",""
"4","92046502","Drive Motor Assembly","1",""
"5","00001055","Bolt  GB/T 5783  M12 × 40","4",""
"6","00000814","Flat Washer  GB/T 97.1  12","4",""
"7","00006270","Propeller Shaft","1",""
"8","00008669","Front Axle Assembly","1",""
"9","00006812","Bolt  GB/T 5782  M22 × 210","16",""
"10","90031650","Seat, Axle Lockout Cylinder Assembly","2",""
"11","90031656","Bracket, Link","2",""
"12","00008695","Screw  GB/T 70  M20 × 130","4",""
"13","00001050","Flat Washer  GB/T 97.1  20","4",""
"14","00001059","Screw  GB/T 70  M10 × 30","16",""
"15","00000679","Spring Washer  GB/T 93  10","16",""
"16","00000615","Flat Washer  GB/T 97.1  10","16",""
"17","90031649","Bracket, Link","2",""
