"Item","Part Number","Description","Qty.","Remark"
"1","00000830","Screw  GB/T 70.3  M6×16","12",""
"2","50000448","Cover","2",""
"3","","Telescope Cylinder Assembly (Refer to 
5-4)","1",""
"4","00000462","893C-40134 Pin, Pivot","1",""
"5","00002046","Bolt  GB/T 5783  M12 × 35","1",""
"6","00000815","Spring Washer  GB/T 93  12","1",""
"7","00000814","Flat Washer  GB/T 97.1  12","1",""
"8","00002464","8902-12085 Pin, Lock","1",""
"9","00010246","895-40235 Pin, Pivot","1",""
"10","92029978","Shim","2",""
"11","92029979","Shim","2",""
