"Item","Part Number","Description","Qty.","Remark"
"1","00011087","Engine Harness","1","Perkins Engine"
"","00009591","Engine Harness","1","Kubota Engine"
"2","00009598","Emergency Pump Negative Harness","1",""
"3","00011088","Engine Negative Harness","1","Perkins Engine"
"","00009608","Engine Negative Harness","1","Kubota Engine"
"4","00011699","Emergency Power Negative Harness","1","Perkins Engine"
"","00009609","Emergency Power Negative Harness","1","Kubota Engine"
"5","00011327","Battery Negative Harness","1","Perkins Engine"
"","00009607","Battery Negative Harness","1","Kubota Engine"
"6","00011326","Start Motor Harness","1","Perkins Engine"
"","00009602","Start Motor Harness","1","Kubota Engine"
"7","00005351","Emergency Power Positive Harness","1",""
"8","00011329","Alternator Harness","1","Perkins Engine"
"","00009603","Alternator Harness","1","Kubota Engine"
"9","00011328","Preheat Contactor Harness","1","Perkins Engine"
"10","00009604","Emergency Pump Contactor Harness","1",""
"11","00009601","Fuse Box Power Harness","1",""
"12","00011325","Battery Positive Harness","1","Perkins Engine"
"","00009599","Battery Positive Harness","1","Kubota Engine"
"13","00009605","Emergency Pump Positive Harness","1",""
"14","00009606","Fuse Box Power Harness 1","1",""
"15","00013761","Chassis Harness","1",""
"16","00009736","Ground Control Plane Harness","1",""
"17","00009597","Lower Boom Harness","1","BA16CRT2"
"","00009738","Lower Boom Harness","1","BA18CRT2"
"","00009733","Lower Boom Harness","1","BA20CRT2"
"","00010267","Lower Boom Harness","1","BA22CRT2"
"18","00008113","PVG-1939 CANBUS Resistance","1","Standard"
"","00008114","PVG-1939 Harness","4",""
