"NO.","Material No.","Item and Spec","Units","Remark"
"1","1010201629","Lower lift cylinder","1",""
"2","1040102034","Screw M8×60-10.9","8","GB/T70.1-2000"
"3","1021403993","Pressure sensor","1",""
"4","1040300063","Washer 8","8","GB/T93-1987"
"5","1010307396","Cylinder control valve","1",""
"6","1040000126","Bolt M12×100-8.8","2","GB/T5782-2000"
"7","1040300526","Washer 12","4","GB/T97.1-2002"
"8","00775700302400000","Safety arm","2",""
"9","1040200507","Nut M12-8","2","GB/T889.1-2000"
"10","00775600000001030","Limit block","2",""
"11","1040300051","Washer 6-200HV","4","GB/T97.1-2002"
"12","1040300062","Washer 6","4","GB/T93-1987"
"13","1040100620","Screw M6×16","4","GB/T818-2000"
"14","1040000101","Bolt M12×40-8.8","8","GB/T5782-2000"
"15","1040300526","Washer 12","8","GB/T97.1-2002"
"16","00775600300001110","Plastic pad","24",""
