"NO.","Material No.","Item and Spec","Units","Remark"
"1","00775400300400000","Internal scissor arm I","1",""
"2","00775400300200000","External scissor arm I","1",""
"3","00775400300600000","Internal scissor arm II","1",""
"4","00775600300600000","External scissor arm II","2",""
"5","00775400301000000","Internal scissor arm III","1",""
"6","00775400301200000","Internal scissor arm IV","1",""
"7","00775400300800000","External scissor arm II","1",""
"8","00775600302800000","External scissor armVII","1",""
"9","00775600300800000","External scissor arm III","1",""
"10","1040200504","Nut M10-8","12","GB/T889.1-2000"
"11","1040000025","Bolt M10×80-8.8","12","GB/T5782-2000"
"12","00775600300001020","Axle II","4",""
"13","1054400311","Composite bush 
44×38×20","8",""
"14","00775600300001120","Spacer, bearing","4",""
"15","00775600300001090","Gasket","10",""
"16","1040300984","Retaining ring 38","12","GB/T894.1-1986"
"17","1054400310","Composite bush 
44×38×30","24",""
"18","00775400300001010","Axle I","8",""
"19","00775600300001080","End pipe trunking II","2",""
"20","1040000689","Bolt M8×35-8.8","2","GB/T5782-2000"
"21","00775600000001050","Articulated pin","2",""
"22","1040200503","Nut M8-8","2","GB/T889.1-2000"
"23","00775400300001020","Axle IV","2",""
"24","00775600300001070","End pipe trunking I","2",""
"25","1054400309","Composite bush 
44×38×50","4",""
