"NO.","Material No.","Item and Spec","Units","Remark"
"11","1040300051","Washer 6","2","GB/T97.1-2002"
"12","1011300149","Tank","1",""
"13","1040004508","Bolt M10×45-8.8","2","GB/T5783-2000"
"14","1040200504","Nut M10","2","GB/T889.1-2000"
"15","1040301697","Washer 4","2","GB/T97.1-2002"
"16","1040300044","Washer 4","2","GB/T93-1987"
"17","1029804041","Screw M4×25-4.8","2","GB/T70.1-2000"
"18","1020521389","Key switch","1",""
"19","1020304979","Breaker","1",""
"20","1020502039","Emergency stop button","1",""
"21","1020104088","Ground control assembly","1",""
