"NO.","Material No.","Item and Spec","Units","Remark"
"1","1040000076","Bolt M6×25-8.8","2","GB/T5783-2000"
"2","1040300062","Washer 6","8","GB/T93-1987"
"3","1040300051","Washer 6","8","GB/T97.1-2002"
"4","1109900766","Battery door lock","1",""
"5","00775602801601040","Protecting bush II","1",""
"6","00775602801620000","Battery Tray box","1",""
"7","00775602801601010","Coil III","1",""
"8","1029907623","Vehicle-mounted battery 
charger","1",""
"9","1020521277","Main power switch","1",""
"10","1040000267","Bolt M8×20-8.8","2","GB/T5783-2000"
"11","1040300063","Washer 8","2","GB/T93-1987"
"12","1040300066","Washer 8-200HV","5","GB/T97.1-2002"
"13","00775502800220000","Middle plate","1",""
"14","1040201078","Nut M8","2","GB/T6170-2000"
"15","1020999049","Battery","4",""
"16","00775602801601020","Threaded rod","1",""
"17","00775602800601010","","1",""
"18","00775602800601030","Cushion rubber","1",""
"19","1040100519","Screw M12×80-8.8","1","GB/T70.1-2000"
"20","1040300054","Washer 12","1","GB/T93-1987"
"21","1040200503","Nut M8","3","GB/T889.1-2000"
"22","1040100886","Screw M8×20","1","GB/T70.1-2008"
"23","00775602801601050","Limit plate I","1",""
"24","1040200506","Nut M6-8","8","GB/T889.1-2000"
"25","1040100237","Screw M6×30-8.8","6","GB/T70.1-2000"
"26","00775602801601060","Limit plate II","1",""
"27","1040000288","Bolt M8×25-8.8","1","GB/T5783-2000"
"28","1020304978","Basin shaped horn","1",""
