"NO.","Material No.","Item and Spec","Units","Remark"
"21","00775302843400000","Motor mount","2",""
"22","00775302840201570","Right side plate","1",""
"23","00775302840001210","Motor cover plate","2",""
"24","1040300526","Washer 12","8","GB/T97.1-2002"
"25","1040300054","Washer 12","8","GB/T93-1987"
"26","1040000101","Bolt M12×40-8.8","8","GB/T5783-2016"
"27","00775302840201550","Left side plate","1",""
"28","1020999046","On-board charger","1",""
"29","1020521277","Main power switch","1",""
"30","1020300083","Universal relay","1",""
"31","1020304982","Buzzer","1",""
"32","1010101159","Power unit","1",""
"33","1040001595","Bolt M10×35-8.8","2","GB/T5783-2000"
"34","1040300061","Washer 10","2","GB/T97.1-2002"
"35","00775302840001110","Power unit mounting plate","1",""
"36","1040200504","Nut M10-8","2","GB/T889.1-2000"
"37","00775302840201060","Chassis backplane","1",""
"38","00775302840201240","Frame reinforcing plate","1",""
"39","1029907580","Motor driver","2",""
