"Item","Part Number","Description","Qty.","Remark"
"1","92048898","Hose Assembly","1",""
"2","92048885","Hose Assembly","1",""
"3","00001834","Fitting, 90°","2",""
"4","","","","Not used"
"5","00001833","Fitting, 90°","1",""
"6","00004922","Fitting, 90°","2",""
"7","92048884","Hose Assembly","1",""
"8","00001318","Fitting, Straight","4",""
"9","92048910","Hose Assembly","1",""
"10","00001501","Fitting, Straight","9",""
"11","92048906","Hose Assembly","1",""
"12","00001747","Fitting, Straight","2",""
"13","00006457","Fitting, Tee","1",""
"14","00001729","Fitting, Straight","3",""
"15","00005631","Fitting, Straight","1",""
"16","90030355","Check Valve","1",""
"17","00006455","Fitting, Tee","1",""
"18","92048882","Hose Assembly","1",""
"19","00005628","Fitting, Straight","1",""
"20","90003092","Check Valve","1",""
"21","92100058","Hose Assembly","1",""
"22","92049030","Hose Assembly","1",""
"23","92048935","Hose Assembly","1",""
"24","00001775","Fitting, Straight","1",""
"25","92048895","Hose Assembly","1",""
"26","00001771","Fitting, Straight","1",""
"27","92048900","Hose Assembly","1",""
"28","00006448","Fitting, Straight","1",""
"29","92048854","Hose Assembly","1",""
