"Item","Part Number","Description","Qty.","Remark"
"1","00000829","Screw  GB/T 70.3  M6×12","24",""
"2","50000448","Cover","4",""
"3","92030480","Shim","4",""
"4","92030481","Shim","4",""
"5","00009659","8813-455045 Sleeve Bearing","4",""
"6","92029978","Shim","4",""
"7","92101549","Linkage","1",""
"8","00009273","893C-40080 Pin, Pivot","1",""
"9","92101526","Linkage","1",""
"10","00000472","893C-45137 Pin, Pivot","1",""
"11","00009656","895-45342 Pin, Pivot","1",""
"12","00002465","8902-12120 Pin, Lock","1",""
"13","00002059","Bolt  GB/T 5783  M12 × 30","1",""
"14","00000815","Spring Washer  GB/T 93  12","1",""
"15","00000814","Flat Washer  GB/T 97.1  12","1",""
