"Item","Part No.","Description","Qty."
"1","00002292","Hose assembly (JCPT1612HA)","2"
"","00002293","Hose assembly (JCPT1614HA)","2"
"2","00002293","Hose assembly (JCPT1612HA)","2"
"","00002753","Hose assembly (JCPT1614HA)","2"
"3","00002288","Hose assembly (JCPT1612HA)","1"
"","00002295","Hose assembly (JCPT1614HA)","1"
"4","00002287","Hose assembly (JCPT1612HA)","1"
"","00002294","Hose assembly (JCPT1614HA)","1"
"5","00005172","Hose assembly","1"
"6","00005173","Hose assembly","1"
"7","00002193","Hose assembly","1"
"8","00002194","Hose assembly","1"
"9","00002277","Hose assembly","1"
"10","00006927","Hose assembly","1"
"11","00002289","Hose assembly","1"
"12","00002291","Hose assembly","1"
"13","00002290","Hose assembly","1"
"14","00001282","Straight fitting","5"
"15","00001264","Straight fitting","2"
"16","00001291","Straight fitting","5"
"17","00001769","Straight fitting","5"
"18","00001771","Straight fitting","4"
"19","00001508","Straight fitting","2"
"20","00001776","Straight fitting","1"
"21","00001292","Straight fitting","2"
"22","00001268","Straight fitting","1"
"23","00001778","Straight fitting","1"
"24","10000466","Fitting","1"
"25","00001835","Elbow","3"
