"Item","Part No.","Description","Qty."
"27","10002371","Pin","1"
"28","00008962","Hose clamp","2"
"29","10000047","Base plate","2"
"30","00002575","Nut  GB/T 6183.1  M8","2"
"31","00002089","Bolt  GB/T 5782  M8×50","2"
"32","10014454","Cable bridge","2"
"33","10011771","Clamp","4"
"34","10000260","Safety arm bushing","2"
"35","10000259","Safety arm","2"
"36","00005263","Bolt  QC/T 340  M10×30","3"
"37","00000565","898-38.1×199.5  Pin","2"
"38","10011770","Collar","4"
"39","00000822","Screw  GB/T 70.3  M5×16","4"
"40","10000736","Outer arm 3","1"
"--","10014904","Left single link","1"
"--","10014908","Right single link 5","1"
"41","10000264","Block","32"
"42","00002098","896B-38.1×146  Pin","4"
"43","00002891","Bolt  GB/T 16674  M10×110","2"
"44","10000252","Platform slider","4"
"45","00002572","Nut  GB/T 6183.1  M10","7"
