"Item","Part No.","Description","Qty."
"1","00007739","Platform control box assembly (refer to 307.1)","1"
"2","00001163","Nut  GB/T 6182  M8","1"
"3","10004827","Handle","1"
"4","10002023","Locating plate","1"
"5","10000390","Platform control box mount bracket (tilted, without cover)","1"
"","10013686","Platform control box mount bracket (tilted, with cover)","1"
"","10001715","Platform control box mount bracket (horizontal, with cover)","1"
"6","00001986","Screw  GB/T 818  M6×16 - H","4"
"7","00004384","Bolt  GB/T 801  M8×45","1"
"8","00001010","Screw  GB/T 973  M5×8 (option)","1"
"9","00001252","Screw  GB/T 70.1  M5×12 (option)","2"
"10","00006871","Ultrasonic sensor (option)","1"
"11","00002573","Nut  GB/T 6183.1  M5 (option)","2"
"12","10012853","Sensor bracket (option)","1"
"13","00002523","Screw  GB/T 973  M5×16 (option)","2"
