"NO.","Material No.","Item and Spec","Qty","Remark"
"1","00773201000001010","Counterweight block","1",""
"2","1109900921","Rubber plug M36","2",""
"3","1040301511","Washer 24-200HV","4","GB/T97.1-2002"
"4","1040005848","Bolt M24×70-10.9","4","GB/T5783-2000"
