"NO.","Material No.","Item and Spec","Units","Remark"
"1","1040001680","Bolt M10×30-8.8","8","GB/T5783-2016"
"2","1040300061","Washer 10","12","GB/T97.1-2002"
"3","00775802803800000","Emergency pump bracket","1",""
"4","1040200504","Nut M10-8","6","GB/T889.1-2000"
"5","00775802800001370","Cover plate I","1",""
"6","1040300051","Washer 6","12","GB/T97.1-2002"
"7","1040300062","Washer 6","12","GB/T93-1987"
"8","1040000096","Bolt M6×12-8.8","12","GB/T5783-2000"
"9","00775802803600000","Left body frame","1",""
"10","00775802800001480","Lower cover plate of left body","1",""
"11","007758028A2200000","Frame- upper fixing plate 
weldment","1",""
"12","1040000018","Bolt M8×30-8.8","8","GB/T5783-2000"
"13","1040300066","Washer 8","16","GB/T97.1-2002"
"14","00775802800001340","Walking value mounting plate","1",""
"15","1040200503","Nut M8-8","8","GB/T889.1-2000"
"16","00775802800001490","Cover plate II","1",""
"17","1040000288","Bolt M8×25-8.8","4","GB/T5783-2000"
"18","1020304979","Breaker","5",""
"19","1020202167","Ground control assembly","1",""
"20","00775802800001210","Brake floating valve bracket","1",""
"21","1040301697","Washer 4","4","GB/T97.1-2002"
"22","1040300044","Washer 4","4","GB/T93-1987"
"23","1029804041","Screw M4×25-4.8","4","GB/T70.1-2000"
"24","1040201860","Nut M10","2","QC/T608-2011"
