"No.","Material No.","Item and Spec","Unit","Note"
"1","1011200181","Central revolving joint","1",""
"2","1140101465","Male stud connector","2",""
"3","1140101484","T-junction","1",""
"4","1040004517","BoltM8×16-8.8","4","GB/T5783"
"5","1040301515","Washer 8","4","GB/T97.1"
"6","1140114036","Male stud connector","2",""
"7","1140101478","Tube to swivel","1",""
