"NO.","Material No.","Item and Spec","Qty","Remark"
"33","1040002555","Bolt M6×16-70","2","GB/T5783"
"34","00773400820001030","Rotary limit switch","1","GB/T96.1"
"35","1040302480","Gasket 8-200HV","8","GB/T96.1"
"36","1040004518","Bolt M8×20-8.8","4","GB/T5783"
"37","00773400820001020","Electric control cabinet seat","1",""
"38","00773400820600000","Slip ring cover","1",""
"39","1040002738","Bolt M6×12-8.8","4","GB/T5783"
"40","1040004511","Bolt M12×30-8.8","2","GB/T5783"
"41","00773400821800000","Support","1",""
