"Item","Part Number","Description","Qty.","Remark"
"1","00001833","Fitting, 90°","2",""
"2","00001770","Fitting, Straight","2",""
"3","92048441","Hose Assembly","1",""
"4","00001833","Fitting, 90°","8",""
"5","00001318","Fitting, Straight","8",""
"6","00001111","Plug","4",""
"7","92048440","Hose Assembly","1",""
"8","92048453","Customized Fitting","2",""
"9","00001499","Fitting, Straight","2",""
"10","92048442","Hose Assembly","1",""
"11","92048443","Hose Assembly","1",""
"12","92048451","Customized Fitting","4",""
"13","00004922","Fitting, 90°","4",""
"14","00001834","Fitting, 90°","4",""
"15","92048444","Hose Assembly","1",""
"16","92048445","Hose Assembly","1",""
"17","00001501","Fitting, Straight","2",""
"18","92048449","Hose Assembly","1",""
"19","92048450","Hose Assembly","1",""
"20","92048447","Hose Assembly","1",""
"21","92048448","Hose Assembly","1",""
"22","00001238","Fitting, Tee","2",""
