"Item","Part Number","Description","Qty.","Remark"
"1","92048611","Linkage","1",""
"2","00000430","8813-607040 Sleeve Bearing","2",""
"3","92029912","Shim","2",""
"4","92029913","Shim","4",""
"5","92048740","Pin, Pivot","1",""
"6","00003051","Screw  GB/T 70  M12 × 110","1",""
"7","92048780","8813-859580 Sleeve Bearing","2",""
"8","92048731","Shim","4",""
"9","92048733","Shim","2",""
"10","92048730","Pin, Pivot","1",""
"11","00000224","8902-16150 Pin, Lock","1",""
"12","00001161","Bolt  GB/T 5783  M16 × 40","2",""
"13","00001035","Spring Washer  GB/T 93  16","2",""
"14","00000997","Flat Washer  GB/T 97.1  16","2",""
"15","00000223","8902-16120 Pin, Lock","1",""
"16","92048743","Pin, Pivot","1",""
"17","92048687","Shim","4",""
"18","92048684","Shim","2",""
"19","92048652","8813-657550 Sleeve Bearing","2",""
"20","00000833","Screw  GB/T 70.3  M6×30","8",""
"21","92000201","Line Guard","1",""
"22","92048519","Linkage","1",""
"23","92029938","Spacer","2",""
"24","00002560","Screw  GB/T 70  M8 × 30","4",""
"25","92000202","Line Guard","1",""
"26","00000620","Flat Washer  GB/T 97.1  6","4",""
"27","00001033","Nut  GB/T 6182  M6","4",""
