"Item","Part Number","Description","Qty.","Remark"
"1","00009136","Customized Fitting","1",""
"2","00001238","Fitting, Tee","1",""
"3","92048869","Hose Assembly","1",""
"4","92048863","Hose Assembly","1",""
"5","00001318","Fitting, Straight","1",""
"6","92048879","Hose Assembly","1",""
"7","00006461","Fitting, Straight","5",""
"8","00002119","Fitting, Tee","2",""
"9","92048876","Hose Assembly","2",""
"10","00001262","Fitting, Straight","4",""
"11","00001501","Fitting, Straight","4",""
"12","92048860","Hose Assembly","1",""
"13","92048862","Hose Assembly","1",""
"14","92048866","Customized Fitting","1",""
"15","92048871","Hose Assembly","1",""
"16","92048874","Hose Assembly","1",""
"17","00001834","Fitting, 90°","1",""
