"Item","Part Number","Description","Qty.","Remark"
"1","00003291","Cartridge, Shuttle Valve","4",""
"2","00003678","Cartridge, Solenoid Valve","1",""
"3","00003320","Coil","8",""
"4","00003352","Nut","4",""
"5","00006944","Cartridge, Relief Valve","5",""
"6","00006088","Cartridge, Proportional Valve","3",""
"7","00003591","Cartridge, Relief Valve","1",""
"8","00004342","Plug","30",""
"9","00003306","Logic Element","3",""
"10","00006949","Cartridge, Flow Control Valve","1",""
"11","00006942","Body","1",""
"12","00006951","Cartridge, Pilot Operated Check Valve","2",""
"13","00003589","Cartridge, Check Valve","2",""
"14","00003358","Orifice","2",""
"15","00004343","Plug","2",""
