"Item","Part Number","Description","Qty.","Remark"
"1","00003607","Bolt  GB/T 5783  M8 × 50","4",""
"2","00000609","Spring Washer  GB/T 93  8","14",""
"3","00000608","Flat Washer  GB/T 97.1  8","8",""
"4","92013750","Plate","4",""
"5","92002826","Clamp","8",""
"6","92101008","Turntable","1",""
"7","92101015","Hose Assembly","1",""
"8","92101016","Hose Assembly","1",""
"9","00001506","Fitting, Straight","3",""
"10","00002122","Fitting, Tee","1",""
"11","00008004","Hydraulic Generator (5kW/110V)","1","Option 1"
"","00008094","Hydraulic Generator (5kW/220V)","1","Option 2"
"12","00001161","Bolt  GB/T 5783  M16 × 40","4",""
"13","00001035","Spring Washer  GB/T 93  16","4",""
"14","00000997","Flat Washer  GB/T 97.1  16","4",""
"15","92049130","Housing","1",""
"16","00001163","Nut  GB/T 6182  M8","2",""
"17","92030704","Tube","2",""
"18","00000995","Bolt  GB/T 5783  M8 × 30","2",""
"19","00000832","Screw  GB/T 70.3  M6×25","2",""
"20","10011979","Handle","1",""
"21","92049132","Plate","1",""
"22","00001033","Nut  GB/T 6182  M6","2",""
"23","00000620","Flat Washer  GB/T 97.1  6","2",""
"24","92009577","Bolt","1",""
"25","00002583","Flat Washer  GB/T 96.1  6","1",""
"26","92032848","Seal","1",""
"27","92049128","Seal","1",""
"28","00000816","Bolt  GB/T 5783  M12 × 25","4",""
