"Item","Part Number","Description","Qty.","Remark"
"1","00006121","Bolt  GB/T 5786  M12×1.25 × 25","8",""
"2","00000815","Spring Washer  GB/T 93  12","8",""
"3","00000814","Flat Washer  GB/T 97.1  12","8",""
"4","92000126","Shim","12",""
"5","92000125","Sliding Block","4",""
"6","92000169","Insert","8",""
"7","92009458","Plug","32",""
"8","92029667","Cover","1",""
"9","00001177","Screw  GB/T 70.2  M6×12","2",""
"10","00000621","Spring Washer  GB/T 93  6","2",""
"11","92000139","Insert","8",""
"12","92000141","Sliding Block","4",""
"13","92029615","Shim","12",""
"14","00000678","Bolt  GB/T 5783  M10 × 25","8",""
"15","00000679","Spring Washer  GB/T 93  10","8",""
"16","00000615","Flat Washer  GB/T 97.1  10","8",""
