"Item","Part Number","Description","Qty.","Remark"
"1","00000639","MC2M Controller","1",""
"--","85000003","MC2M Controller (CANOPEN PVG Valve)","1","BT24RT"
"--","85000004","MC2M Controller (CANOPEN PVG Valve)","1","BT26RT"
"--","85000005","MC2M Controller (CANOPEN PVG Valve)","1","BT26SRT"
"--","85000006","MC2M Controller (CANOPEN PVG Valve)","1","BT28RT"
"--","85000103","MC2M Controller (CANOPEN PVG Valve)","1","BT28SRT"
"--","85000007","MC2M Controller (CANOPEN PVG Valve)","1","BT30RT"
"--","85000096","MC2M Controller (CANOPEN PVG Valve)","1","BT30SRT"
"--","85000013","MC2M Controller (J1939 PVG Valve)","1","BT24RT"
"--","85000014","MC2M Controller (J1939 PVG Valve)","1","BT26RT"
"--","85000015","MC2M Controller (J1939 PVG Valve)","1","BT26SRT"
"--","85000016","MC2M Controller (J1939 PVG Valve)","1","BT28RT"
"--","85000104","MC2M Controller (J1939 PVG Valve)","1","BT28SRT"
"--","85000017","MC2M Controller (J1939 PVG Valve)","1","BT30RT"
"--","85000097","MC2M Controller (J1939 PVG Valve)","1","BT30SRT"
"2","00000774","Screw  GB/T 70  M6 × 20","7",""
"3","00000621","Spring Washer  GB/T 93  6","14",""
"4","00000619","Bolt  GB/T 5783  M6 × 25","4",""
"5","00000620","Flat Washer  GB/T 97.1  6","11",""
"6","92029394","Engine ECU","1",""
"7","92100027","Support","1",""
"8","00001063","Bolt  GB/T 5783  M8 × 16","2",""
"9","00000609","Spring Washer  GB/T 93  8","2",""
"10","00002000","Flat Washer  GB/T 96.1  8","2",""
"11","00003161","Lamp, Green","1",""
"12","00006155","Power Distribution Module (Refer to 7-5)","1",""
"13","00000876","Screw  GB/T 70  M6 × 16","4",""
"14","00000818","Bolt  GB/T 5783  M6 × 16","2",""
"15","00002583","Flat Washer  GB/T 96.1  6","2",""
