"Item","Part Number","Description","Qty.","Remark"
"1","00000847","Screw  GB/T 70.3  M10×30","8",""
"2","92029678","Sliding Block","4",""
"3","92029585","Shim","8",""
"4","92100222","Pulley Bearing","2",""
"5","92100220","Spacer","1",""
"6","92029570","Lock","2",""
"7","00000815","Spring Washer  GB/T 93  12","4",""
"8","00001852","Screw  GB/T 70  M12 × 55","4",""
"9","92029583","Pin","1",""
"10","92100219","Spacer","2",""
"11","92000193","Bracket, Nylon","1",""
"12","00006412","Screw  GB/T 70  M8 × 115","2",""
"13","00001163","Nut  GB/T 6182  M8","2",""
"14","92000192","Bracket, Nylon","1",""
"15","00000608","Flat Washer  GB/T 97.1  8","4",""
"16","92055442","Valve","1",""
"17","00006415","Screw  GB/T 70  M8 × 60","4",""
"18","92048618","Fitting, Straight","1",""
"19","92048595","Fitting, Straight","1",""
"20","00001506","Fitting, Straight","2",""
"21","00001835","Fitting, 90°","2",""
"22","92101269","Telescopic Cylinder Assembly","1","BT30RT"
"","92055323","Telescopic Cylinder Assembly","1","BT30SRT 
BT28RT 
BT28BRT"
"","92100088","Telescopic Cylinder Assembly","1","BT28SRT 
BT26RT 
BT26BRT"
"","92049339","Telescopic Cylinder Assembly","1","BT26SRT 
BT24RT 
BT24BRT"
"23","92051313","Seal Kit 95/75","1",""
