"Item","Part Number","Description","Qty.","Remark"
"1","00009462","Battery","1",""
"2","00000844","Screw  GB/T 70.3  M10×16","2",""
"3","00006392","Screw  GB/T 70  M6 × 60","1",""
"4","00000620","Flat Washer  GB/T 97.1  6","3",""
"5","92101443","Retainer","1",""
"6","92009577","Bolt","1",""
"7","00001033","Nut  GB/T 6182  M6","1",""
"8","92101438","Support","1",""
"9","00000683","Bolt  GB/T 5783  M10 × 30","4",""
"10","00000679","Spring Washer  GB/T 93  10","4",""
"11","00001028","Flat Washer  GB/T 96.1  10","4",""
"12","00006580","Emergency Pump Assembly","1",""
"--","00006954","Motor","1",""
"--","00006955","Pump","1",""
"13","00000818","Bolt  GB/T 5783  M6 × 16","1",""
"14","00000621","Spring Washer  GB/T 93  6","1",""
"15","00002212","Horn","1",""
