"Item","Part No.","Description","Qty."
"26","09440075","Decal, Label-Capacity 680kg (JCPT1523RTB)","2"
"","09440369","Decal, Label-Capacity 680kg (JCPT1823RTB)","2"
"27","09640190","Decal, Cosmetic-JCPT1523RTB (JCPT1523RTB)","2"
"","09640191","Decal, Cosmetic-JCPT1823RTB (JCPT1823RTB)","2"
"28","09410073","Decal, Caution-Restricting access compartment","1"
"29","09410266","Decal, Caution-Check the Engine Notice","1"
"30","09410186","Decal, Symbols-High temperature","1"
"31","09310536","Decal, Instructions-Noise 114dB","1"
"32","09320144","Decal, Instructions-Diesel","1"
"33","09410001","Decal, Danger-Explosion/burn hazard","1"
"34","09410136","Decal, Notice-Main power switch operation","1"
"35","09410240","Decal, Symbols-Slope rating (JCPT1523RTB)","1"
"","09410239","Decal, Symbols-Slope rating (JCPT1823RTB)","1"
"36","09410003","Decal, Warning-Inspected and operation properly","1"
"37","09910005","Decal, Label-Cosmetic","1"
