"Item","Part No.","Description","Qty."
"1","10019066","Hydraulic tray weldment","1"
"2","00001033","Nut  GB/T 6182  M6","15"
"3","00000620","Washer  GB/T 97.1  6","22"
"4","00000831","Screw  GB/T 70.3  M6×20","30"
"5","10004083","Hinge","3"
"6","00001163","Nut  GB/T 6182  M8","4"
"7","10004088","Gas shock","2"
"8","10003735","Door","1"
"9","50000524","Handle","1"
"10","10003744","Latch","1"
"11","00000621","Washer  GB/T 93  6","7"
"12","00000619","Bolt  GB/T 5783  M6×25","4"
"13","00000818","Bolt  GB/T 5783  M6×16","3"
