"Item","Part No.","Description","Qty."
"1","","Scissor arm assembly 5 (refer to 202.1)","1"
"2","00000423","8813-455555  Bearing","8"
"3","00003841","896B-45×120.5  Pin","8"
"4","00002464","8902-12085  Pin","10"
"5","00000814","Washer  GB/T 97.1  12","10"
"6","00000815","Washer  GB/T 93  12","10"
"7","00001055","Bolt  GB/T 5783  M12×40","10"
"8","","Scissor arm assembly 1 (refer to 204.1)","1"
"9","","Safety arm assembly (refer to 205.1)","1"
"10","","Lower lift cylinder assembly (without seal kit)   
(refer to 401.1)","1"
"11","","Scissor arm assembly 2-3 (JCPT1523RTB) (refer to 208.1)","1"
"12","00000578","896-45×373.5  Pin","2"
