"Item","Part No.","Description","Qty."
"1","10018807","Outer arm  Ⅰ","1"
"2","10018803","Inner arm  Ⅰ","1"
"3","00001037","Bolt  GB/T 5782  M10×110","6"
"4","10003253","Cable bridge","1"
"5","10003255","Spacer","6"
"6","00000615","Washer  GB/T 97.1  10","6"
"7","00000623","Nut  GB/T 6182  M10","8"
"8","10003261","Switch bracket","1"
"9","00000748","Limit switch","1"
"10","00001252","Screw  GB/T 70.1  M5×12","3"
"11","00000817","Screw  GB/T 70.1  M5×20 (JCPT1823RTB)","3"
"12","00000605","Washer  GB/T 97.1  5 (JCPT1823RTB)","8"
"","00000605","Washer  GB/T 97.1  5 (JCPT1823RTB)","6"
"13","00000606","Washer  GB/T 93  5 (JCPT1823RTB)","8"
"","00000606","Washer  GB/T 93  5 (JCPT1823RTB)","6"
"14","00001246","Screw  GB/T 70.1  M5×16","2"
"15","10003262","Switch bracket (JCPT1823RTB)","1"
"16","00002354","Limit switch (JCPT1823RTB)","2"
"","00002354","Limit switch (JCPT1823RTB)","1"
"17","00001027","Bolt  GB/T 5782  M10×80","2"
"18","10003254","Cable bridge","1"
"19","00000818","Bolt  GB/T 5783  M6×16","2"
"20","00000621","Washer  GB/T 93  6","2"
"21","10003113","Centering link weldment","2"
"22","00000251","8822-20215  Bearing","8"
"23","","Slider assembly (refer to 204.1)","4"
"24","00000572","896-20128  Pin","4"
"25","00000218","8902-06065  Pin","4"
"26","00000775","Bolt  GB/T 5783  M6×30","2"
