"Item","Part No.","Description","Qty."
"27","00000620","Washer  GB/T 97.1  6","8"
"28","00001033","Nut  GB/T 6182  M6","2"
"29","00003841","896B-45×120.5  Pin","4"
"30","00002464","8902-12085  Pin","4"
"31","00000814","Washer  GB/T 97.1  12","4"
"32","00000815","Washer  GB/T 93  12","4"
"33","00001055","Bolt  GB/T 5783  M12×40","4"
"34","00000087","899-60268  Pin","2"
"35","10003252","Spacer sleeve","4"
"36","00000430","8813-607040  Bearing","8"
"37","10003250","Washer","4"
"38","00000953","Circlips  GB/T 894.1-60","4"
"39","10005186","Clamp","1"
"40","10005613","Clamp","1"
"41","00002029","Screw  GB/T 70.1  M6×12","2"
