"Item","Part No.","Description","Qty."
"1","10021789","Hose","1"
"2","90005077","Clamp","4"
"3","","Cooling system assembly (refer to 112.3 )","1"
"4","00000623","Nut  GB/T 6182  M10","4"
"5","00001028","Washer  GB/T 96.1  10","4"
"6","50001582","Clamp 37-42","2"
"7","10021788","Hose","1"
"8","00000615","Washer  GB/T 97.1  10","4"
"9","00001041","Bolt  GB/T 5783  M10×40","4"
"10","10010346","Bottle bracket","1"
"11","10010350","Coolant recovery bottle","1"
"12","00001033","Nut  GB/T 6182  M6","3"
"13","00000620","Washer  GB/T 97.1  6","7"
"14","00003949","Bolt  GB/T 5783  M5×16","2"
"15","10021686","bracket","1"
"16","00000993","Bolt  GB/T 5783  M8×25","2"
"17","00000608","Washer  GB/T 97.1  8","2"
"18","00001163","Nut  GB/T 6182  M8","2"
