"Item","Part No.","Description","Qty."
"1","00000814","Washer  GB/T 97.1  12","19"
"2","00000815","Washer  GB/T 93  12","19"
"3","00000816","Bolt  GB/T 5783  M12×25","2"
"4","","Fuel filter assembly (refer to 115.1)","1"
"5","00002059","Bolt  GB/T 5783  M12×30","13"
"6","10001973","Engine bracket","1"
"7","10021943","Shim plate","1"
"8","10006314","Engine","1"
"--","10006328","Starter motor","1"
"--","10006329","Alternator","1"
"--","10003947","Filter element, oil filter","1"
"--","10023036","Fan belt","1"
"9","10016813","Shim plate","1"
"10","00002046","Bolt  GB/T 5783  M12×35","4"
"11","10001974","Engine bracket","1"
"12","00002162","Absorber","4"
"13","10001978","Engine bracket","1"
"14","00001059","Screw  GB/T 70.1  M10×30","6"
"15","00000679","Washer  GB/T 93  10","16"
"16","50001561","Linker","1"
"17","00002158","Flexible coupling","1"
"18","00000615","Washer  GB/T 97.1  10","10"
"19","00000683","Bolt  GB/T 5783  M10×30","8"
"20","50001575","Adapter","1"
"21","00001043","Washer  GB/T 97.1  14","2"
"22","00001258","Washer  GB/T 93  14","2"
"23","00003193","Screw  GB/T 70.1  M14×40","2"
"24","","Drive pump assembly (refer to 116.1)","1"
"25","00001776","Straight fitting","1"
