"Item","Part No.","Description","Qty."
"1","00000816","Bolt  GB/T 5783  M12×25","6"
"2","00000815","Washer  GB/T 93  12","6"
"3","00000814","Washer  GB/T 97.1  12","6"
"4","10019066","Hydraulic tray weldment","1"
"5","00001057","Bolt  GB/T 5783  M16×45","4"
"6","00001035","Washer  GB/T 93  16","4"
"7","00000997","Washer  GB/T 97.1  16","4"
"8","","Hydraulic tank assembly (refer to 122.1)","1"
"9","00000683","Bolt  GB/T 5783  M10×30","2"
"10","00000679","Washer  GB/T 93  10","4"
"11","00001028","Washer  GB/T 96.1  10","2"
"12","10003741","Cover","1"
"13","","Drive manifold assembly (refer to 123.1)","1"
"14","","Hydraulic hoses manifold assembly (refer to 124.1)","1"
"15","00000994","Nut  GB/T 889.1  M8","4"
"16","00000608","Washer  GB/T 97.1  8","8"
"17","00001860","Bolt  GB/T 5782  M8×70","4"
"18","10003751","Adjusting plate","1"
"19","10003747","Lock clasp","1"
"20","00000995","Bolt  GB/T 5783  M8×30","4"
"21","00002000","Washer  GB/T 96.1  8","8"
"22","00001163","Nut  GB/T 6182  M8","4"
"23","","Function manifold assembly (refer to 125.1)","1"
