"Item","Part No.","Description","Qty."
"1","10018136","Cover","1"
"2","00001063","Bolt  GB/T 5783  M8×16","2"
"3","00000609","Washer  GB/T 93  8","4"
"4","00002000","Washer  GB/T 96.1  8","4"
"5","00008004","Alternator (110V)","1"
"","00008094","Alternator (220V)","1"
"6","10018245","Alternator bracket","1"
"7","00000684","Bolt  GB/T 5783  M10×35","2"
"8","00001028","Washer  GB/T 96.1  10","6"
"9","00000623","Nut  GB/T 6182  M10","2"
"10","00000875","Bolt  GB/T 5783  M8×20","2"
"11","00002059","Bolt  GB/T 5783  M12×30","4"
"12","00000815","Washer  GB/T 93  12","4"
"13","00000814","Washer  GB/T 97.1  12","4"
"14","00000683","Bolt  GB/T 5783  M10×30","2"
"15","00000679","Washer  GB/T 93  10","2"
"16","00001506","Straight fitting","2"
