"Item","Part No.","Description","Qty."
"1","10015184","Ladder","1"
"2","10015183","Cover","1"
"3","00001163","Nut  GB/T 6182  M8","4"
"4","00000608","Washer  GB/T 97.1  8","8"
"5","92000170","Oil-water separator","1"
"6","00000623","Nut  GB/T 6182  M10","4"
"7","00000615","Washer  GB/T 97.1  10","8"
"8","00000683","Bolt  GB/T 5783  M10×30","4"
"9","00000605","Washer  GB/T 97.1  5","8"
"10","00000606","Washer  GB/T 93  5","8"
"11","00003949","Bolt  GB/T 5783  M5×16","8"
"12","10015182","Cover","2"
"13","00000993","Bolt  GB/T 5783  M8×25","4"
