"Item","Part No.","Description","Qty."
"1","00000678","Bolt  GB/T 5783  M10×25","14"
"2","00000679","Washer  GB/T 93  10","27"
"3","00000615","Washer  GB/T 97.1  10","10"
"4","10021667","Engine bracket","1"
"5","00009584","YANMAR Engine","1"
"6","00002046","Bolt  GB/T 5783  M12×35","4"
"7","00000815","Washer  GB/T 93  12","7"
"8","00000814","Washer  GB/T 97.1  12","7"
"9","10021671","Engine bracket","1"
"10","00002162","Absorber","4"
"11","10021677","Engine bracket","1"
"12","10021778","Linker","1"
"13","00000995","Bolt  GB/T 5783  M8×30","3"
"14","00000608","Washer  GB/T 97.1  8","3"
"15","00002158","Flexible coupling","1"
"16","00002059","Bolt  GB/T 5783  M12×30","3"
"17","50001575","Adapter","1"
"18","00000683","Bolt  GB/T 5783  M10×30","8"
"19","00003193","Screw  GB/T 70.1  M14×40","2"
"20","00001258","Washer  GB/T 93  14","2"
"21","00001043","Washer  GB/T 97.1  14","2"
"22","","Drive pump assembly (refer to 116.1)","1"
"23","00001776","Straight fitting","1"
"24","00002238","Screw  GB/T 70.1  M10×35","2"
"25","00003102","Gear pump","1"
"26","00001782","Straight fitting","1"
"27","00001536","O-ring  As568A 82.22×2.62","1"
"28","10021673","Engine bracket","1"
