"Item","Part No.","Description","Qty."
"1","10018816","Outer arm  Ⅲ","1"
"2","10019281","Inner arm  Ⅲ","1"
"3","00000423","8813-455555  Bearing","4"
"4","00003841","896B-45×120.5  Pin","4"
"5","00002464","8902-12085  Pin","4"
"6","00000815","Washer  GB/T 93  12","4"
"7","00000814","Washer  GB/T 97.1  12","4"
"8","00001055","Bolt  GB/T 5783  M12×40","4"
"9","10018809","Outer arm  Ⅱ","1"
"10","00000087","899-60268  Pin","4"
"11","00000430","8813-607040  Bearing","16"
"12","10003252","Spacer sleeve","8"
"13","10003250","Washer","8"
"14","00000953","Circlips  GB/T 894.1-60","8"
"15","00002137","Straight fitting","2"
"16","10018808","Outer arm  Ⅱ","1"
"17","10005613","Clamp","1"
"18","00000620","Washer  GB/T 97.1  6","1"
"19","00002029","Screw  GB/T 70.1  M6×12","1"
"20","10018850","Block","1"
"21","00001027","Bolt  GB/T 5782  M10×80","2"
"22","00000623","Nut  GB/T 6182  M10","2"
"23","00000615","Washer  GB/T 97.1  10","4"
"24","","Cable routing device assembly (refer to 207.1)","1"
"25","10018822","Block","/"
"","10026739","Block","/"
