"Item","Part No.","Description","Qty."
"1","10003711","Throttle solenoid bracket","1"
"2","00002203","Throttle solenoid","1"
"3","00001033","Nut  GB/T 6182  M6","3"
"4","00002247","Nut  GB/T 6170  M6","3"
"5","00000620","Washer  GB/T 97.1  6","10"
"6","10002730","Throttle screw","1"
"7","10003667","Throttle linkage","1"
"8","10002731","Throttle screw","1"
"9","00000745","Bolt  GB/T 5783  M6×12","4"
"10","00000621","Washer  GB/T 93  6","4"
"11","00002228","Screw  GB/T 70.1  M4×25","2"
"12","00000779","Washer  GB/T 93  4","2"
"13","00000778","Washer  GB/T 97.1  4","2"
"14","00002204","Solenoid module","1"
