"Item","Part No.","Description","Qty."
"1","00008741","Valve body","1"
"2","00001073","Plug  VSTI14×1.5ED","1"
"3","00003361","Plug SAE6","9"
"4","00008508","Relief valve (CR2)","1"
"5","00008511","Relief valve (RV2)","1"
"6","00003999","Flow control valve (FR1)","1"
"7","00008558","Flow control valve (FR3) (matching with Alternator 110V)","1"
"","00009434","Flow control valve (FR3) (matching with Alternator 220V)","1"
"8","00008510","Relief valve (RV1)","1"
"9","00002997","Plug SAE3","6"
"10","00001075","Plug  VSTI18×1.5ED","1"
"11","00004549","Solenoid valve spool (SV10)","1"
"12","00004091","Coil","3"
"13","00003017","Nut","4"
"14","00008557","Solenoid valve (SV16) (with alternator)","1"
"--","00004364","Solenoid valve spool","1"
"--","00008638","Coil","1"
"--","00004373","Nut","1"
"15","00009039","Flow control valve (FR2)","1"
"16","00004554","Relief valve (RV3)","1"
"17","00006732","Coil","1"
"18","00004003","Nut","1"
"19","00007037","Proportional valve (PV1)","1"
"20","00003996","Solenoid valve spool (SV2)","1"
"21","00006762","Coil","3"
"22","00006735","Washer","1"
"23","00008370","Solenoid valve (SV1)","1"
"24","00008189","Solenoid valve (SV3)","1"
"25","00009040","Relief valve (CR1)","1"
