"Item","Part No.","Description","Qty."
"1","00008843","Ground control box harness","1"
"2","00008748","CT4 harness","1"
"3","00008747","CT3 harness","1"
"4","00008745","CT2 harness","1"
"5","00008744","CT1 harness","1"
"6","00008749","EV harness","1"
"7","00008752","LR Outrigger harness","1"
"8","00008754","RR Outrigger harness","1"
"9","00008753","RF Outrigger harness","1"
"10","00008751","LF Outrigger harness","1"
"11","00009899","Engine harness","1"
"12","00006862","External battery harness 1","1"
"13","00006867","External battery harness 2","1"
"14","00008756","Engine negative harness","1"
"15","00006860","Engine positive harness","1"
"16","00008757","Emergency pump negative harness","1"
"17","00006861","Emergency pump positive harness","1"
"18","00008755","Battery positive harness","1"
"19","00008759","FV harness","1"
"20","00007965","Pressure sensor harness","1"
"21","00007323","Lowering valve harness (JCPT1523RTB)","1"
"","00007324","Lowering valve harness (JCPT1823RTB)","1"
"22","00008758","Oscillate switch harness","1"
