"Item","Part No.","Description","Qty."
"1","00000743","Bolt  GB/T 5783  M6×20","6"
"2","00000621","Washer  GB/T 93  6","6"
"3","00000620","Washer  GB/T 97.1  6","6"
"4","00000217","8902-06045  Pin","6"
"5","00000020","895-24055  Pin","4"
"6","10003698","Tie rod weldment","1"
"7","00000683","Bolt  GB/T 5783  M10×30","4"
"8","00000679","Washer  GB/T 93  10","4"
"9","00000615","Washer  GB/T 97.1  10","4"
"10","00000220","8902-10080  Pin","4"
"11","00000107","895-40070  Pin","2"
"12","","Right steer cylinder assembly (without seal kit)   
(refer to 404.1)","1"
"13","10002548","Nut  M24×1.5","1"
"14","10003702","Clevis yoke","1"
"15","","Left steer cylinder assembly (without seal kit)   
(refer to 403.1)","1"
"16","10003613","Washer","8"
"17","00000199","8821-4025  Bearing","8"
"18","00000364","8812-242820  Bearing","4"
"19","10003693","Steer yoke weldment","1"
"20","00000106","895-40059  Pin","2"
"21","10019055","Steer axle weldment","1"
"22","00000023","895-25060  Pin","2"
"23","10003684","Steer yoke weldment","1"
